date,btc_open,btc_close,eth_open,eth_close,bnb_open,bnb_close,xrp_open,xrp_close,sp500,djia,gold_close,btc_return,eth_return,bnb_return,xrp_return,sp500_return,dow_return,gold_return,btc_intraday,eth_intraday,bnb_intraday,xrp_intraday
2017-09-01,4701.759765625,4892.009765625,383.4670104980469,387.7409973144531,2.201689958572388,2.3841700553894043,0.2558029890060425,0.2484789937734604,2476.55,21987.56,1324.59,0.040102909480912885,0.012267597868624636,0.08184995399402717,-0.02797399807566736,0.0019824813383773066,0.001797877720622898,0.002406520307852933,0.04046357310531587,0.011145644082538408,0.08288183179767021,-0.0286313903564633
2017-09-05,4228.2900390625,4376.52978515625,297.5669860839844,312.9880065917969,1.0325100421905518,0.9737160205841064,0.2051099985837936,0.2151889950037002,2457.85,21753.31,1339.95,-0.10537182163676495,-0.19279104154682025,-0.5915912045019497,-0.13397510294214587,-0.007550826754961659,-0.01065375148493053,0.011596041039114047,0.0350590297080514,0.051823694257064255,-0.056942808499672454,0.04913946901417882
2017-09-06,4376.58984375,4597.1201171875,313.802001953125,334.3380126953125,0.9905210137367249,1.0861400365829468,0.2149509936571121,0.2261860072612762,2465.54,21807.64,1334.01,0.050403023139341974,0.06821349589717851,0.11545873090534142,0.05110397145256851,0.003128750737433128,0.0024975509474189916,-0.004433001231389233,0.050388608782344274,0.0654425740255638,0.09653406795026051,0.05226779096488425
2017-09-07,4589.14013671875,4599.8798828125,333.5190124511719,329.4280090332031,1.0343400239944458,1.366219997406006,0.2263820022344589,0.2236399948596954,2465.1,21784.78,1349.31,0.0006003248892021418,-0.014685747583790154,0.2578672651679479,-0.011256277222488786,-0.00017845989113951521,-0.0010482564825905483,0.01146917939145875,0.0023402523727307557,-0.012266177534834492,0.320861579086823,-0.012112302867273219
2017-09-08,4605.16015625,4228.75,329.635986328125,296.4970092773437,1.3980400562286377,1.0068299770355225,0.2236150056123733,0.2115180045366287,2461.43,21797.79,1346.48,-0.0806825161237863,-0.09996417685461689,-0.2630542819259305,-0.054203141663778265,-0.001488783416494277,0.0005972059391925466,-0.002097368284530554,-0.08173660491245809,-0.10053203662598365,-0.2798275181388194,-0.05409744772099157
2017-09-11,4122.47021484375,4161.27001953125,289.7449951171875,294.5320129394531,0.9491860270500184,1.0258100032806396,0.2125129997730255,0.2144410014152526,2488.11,22057.37,1327.25,-0.015957429611291762,-0.006627373215938648,0.018851272486940962,0.013819139817564441,0.01083922760346634,0.011908546692118716,-0.014281682609470603,0.009411785329047087,0.01652148579936476,0.0807259842085554,0.00907239389725001
2017-09-12,4168.8798828125,4130.81005859375,294.6300048828125,291.4639892578125,1.0334800481796265,1.035680055618286,0.2148600071668625,0.209303006529808,2496.48,22118.86,1331.26,-0.007319871287980284,-0.010416605145978863,0.009621715820747445,-0.023959946332722026,0.003363999180100441,0.002787730359512519,0.003021284611037789,-0.009131907200230127,-0.010745733878188224,0.002128737214167359,-0.02586335498322345
2017-09-13,4131.97998046875,3882.590087890625,291.1220092773437,277.11199951171875,1.0428999662399292,0.9372040033340454,0.2096299976110458,0.200777992606163,2498.37,22158.18,1323.0,-0.06008990178251539,-0.04924103928804324,-0.09508346882807517,-0.040730489566239925,0.0007570659488558285,0.0017776684693515676,-0.0062046482279944914,-0.060356026349825904,-0.048124186145878114,-0.10134813148662757,-0.04222680487411494
2017-09-14,3875.3701171875,3154.949951171875,276.5870056152344,213.9080047607422,0.9378700256347656,0.6787840127944946,0.2004269957542419,0.1641670018434524,2495.62,22203.48,1329.56,-0.1874110117851947,-0.22808104615586566,-0.2757350476739724,-0.18234563603056364,-0.0011007176679195263,0.002044391732533901,0.004958427815570543,-0.18589712575336176,-0.2266158553438558,-0.276249379720732,-0.18091372259678284
2017-09-15,3166.300048828125,3637.52001953125,215.2209930419922,250.4640045166016,0.683305025100708,0.7997090220451355,0.165034994482994,0.1813579946756363,2500.23,22268.34,1320.29,0.15295648927176453,0.1708958942268084,0.1781494657671785,0.10471649380901171,0.0018472363580994688,0.002921163709472596,-0.0069722314149042175,0.14882353644201457,0.1637526663940867,0.17035436981788835,0.09890629707824965
2017-09-18,3591.090087890625,4065.199951171875,252.2270050048828,293.4970092773437,0.7895650267601013,0.909201979637146,0.1783089935779571,0.1897680014371872,2503.87,22331.35,1307.19,0.11757459184945951,0.1718131307682167,0.13691599641079288,0.04637240710889223,0.0014558660603223306,0.002829577777238912,-0.009922062577160995,0.1320239402737284,0.1636224648968969,0.15152260905977888,0.06426489000522675
2017-09-19,4073.7900390625,3924.969970703125,293.656005859375,282.8039855957031,0.907397985458374,0.8024250268936157,0.1898189932107925,0.1840409934520721,2506.65,22370.8,1310.9,-0.03449522339690225,-0.03643316062391644,-0.11744029944385292,-0.030178997205757785,0.0011102812845715793,0.0017665747928361508,0.0028381490066478055,-0.036531109098009114,-0.03695487252819428,-0.1156856861564785,-0.030439523785188355
2017-09-20,3916.360107421875,3905.949951171875,282.0150146484375,283.74200439453125,0.8150320053100586,0.7478899955749512,0.1837099939584732,0.1820780038833618,2508.24,22412.59,1300.08,-0.004845901923637541,0.003316851411596211,-0.06796277470280687,-0.010666045275513625,0.0006343127281429606,0.0018680601498382021,-0.00825387138607081,-0.002658120286301498,0.0061237510642709264,-0.08237959895766905,-0.008883512758050173
2017-09-21,3901.469970703125,3631.0400390625,283.26300048828125,258.5799865722656,0.7640129923820496,0.7021399736404419,0.1809809952974319,0.1717540025711059,2500.6,22359.23,1291.22,-0.07038234374377883,-0.08867921362562481,-0.0611721271914305,-0.05670098030550352,-0.003045960514145296,-0.0023808047173485836,-0.0068149652329086985,-0.06931488225497939,-0.08713815031778842,-0.08098424942840196,-0.050983213520082345
2017-09-22,3628.02001953125,3630.699951171875,258.114013671875,264.3099975585937,0.6988710165023804,0.7158929705619812,0.1715669929981231,0.1735100001096725,2502.22,22349.59,1296.89,-9.366128904286786e-05,0.022159530063734056,0.019587258150583597,0.01022391043166282,0.0006478445173156988,-0.00043114185953629924,0.004391195923235447,0.0007386760894917152,0.024004833362497237,0.024356359982976705,0.011325063624392095
2017-09-25,3681.580078125,3926.070068359375,282.2179870605469,292.3320007324219,0.7842440009117126,0.9170590043067932,0.1755190044641494,0.1814869940280914,2496.66,22296.09,1310.28,0.0813534913817826,0.10601945984890748,0.28100015228099706,0.045974260350278406,-0.002222026840165925,-0.0023937799306384955,0.01032469985889306,0.06640898338381161,0.03583759411374848,0.16935418471888622,0.034001956552579475
2017-09-26,3928.409912109375,3892.35009765625,292.34600830078125,287.43798828125,0.9189220070838928,0.8607469797134399,0.1819680035114288,0.1861190050840377,2496.84,22284.32,1293.8,-0.00858873380148717,-0.016741281963350563,-0.06140501792021513,0.02552255097260203,7.209632068461147e-05,-0.0005278952497949074,-0.012577464358763057,-0.009179239249440379,-0.0167883941636775,-0.06330790526506762,0.022811711358630044
2017-09-27,3892.93994140625,4200.669921875,287.0199890136719,306.4670104980469,0.8556979894638062,1.1436599493026731,0.1852969974279403,0.2032990008592605,2507.04,22340.71,1282.16,0.0792117400755914,0.06620218270584854,0.32868308138986513,0.09230650984549138,0.004085163646849521,0.0025304788299576053,-0.00899675374864728,0.0790482219352165,0.06775493773518562,0.3365228893658012,0.09715215940463873
2017-09-28,4197.1298828125,4174.72998046875,306.47100830078125,299.1549987792969,1.1484299898147583,1.377879977226257,0.2025319933891296,0.1961310058832168,2510.06,22381.2,1286.98,-0.006175191550082948,-0.02385904997365651,0.2047986624576612,-0.03525838762486566,0.0012046078243665992,0.0018123864460888317,0.0037592812129529918,-0.0053369571514760485,-0.023871783376991373,0.19979449286979092,-0.03160482153362524
2017-09-29,4171.6201171875,4163.06982421875,299.1199951171875,291.4670104980469,1.366979956626892,1.2662400007247925,0.1961050033569336,0.1936060041189193,2519.36,22405.09,1279.37,-0.0027930324367207993,-0.025699013262759696,-0.08102300515767824,-0.012874057076936563,0.0037050907149631662,0.0010674137222310698,-0.005913067802141514,-0.002049633650370493,-0.025584998475753462,-0.07369526920546933,-0.012743169196279196
2017-10-02,4395.81005859375,4409.31982421875,302.48199462890625,297.4750061035156,1.5266200304031372,1.964669942855835,0.2060769945383072,0.2026759982109069,2529.12,22557.6,1270.95,0.059151061691887774,0.020612952372217164,0.5515778539070499,0.04684769014919876,0.0038739997459671383,0.006806935388342428,-0.006581364265224154,0.003073327883808034,-0.016553013449720686,0.28694102247369385,-0.016503522554857947
2017-10-03,4408.4599609375,4317.47998046875,297.4830017089844,292.4630126953125,1.967829942703247,1.8207000494003296,0.2032089978456497,0.2033179998397827,2534.58,22641.67,1271.54,-0.02082857388696502,-0.016848452156881577,-0.07327942995159353,0.0031676253455907855,0.002158853672423522,0.0037269035713018983,0.0004642196781934338,-0.02063758801824351,-0.016874876832736575,-0.07476758540466268,0.0005364033841443853
2017-10-04,4319.3701171875,4229.35986328125,292.7539978027344,292.6579895019531,1.8515000343322756,1.6014800071716309,0.2032179981470108,0.2147739976644516,2537.74,22661.64,1274.64,-0.02041008124788868,0.0006666716753127577,-0.12040426005420368,0.05634522193655456,0.0012467548864110167,0.0008820020784685578,0.0024379885807761514,-0.020838745341151495,-0.0003279487265821832,-0.1350364690923767,0.05686503962646567
2017-10-05,4229.8798828125,4328.41015625,292.77301025390625,295.8630065917969,1.6349899768829346,1.6784900426864624,0.2155829966068267,0.2370160073041916,2552.07,22775.39,1267.57,0.023419689071315863,0.010951408144701746,0.04808679169891028,0.10356006724095823,0.005646756562926125,0.005019495499884341,-0.005546664156154013,0.023293870314819907,0.010554239050965926,0.02660570793617926,0.09941883652565477
2017-10-06,4324.4599609375,4370.81005859375,295.1549987792969,308.5880126953125,1.6773099899291992,1.5799100399017334,0.2377260029315948,0.2340389937162399,2549.33,22773.67,1276.17,0.00979572194250733,0.04300979108575187,-0.058731359899490077,-0.012560390421778256,-0.0010736382622734686,-7.552011184008833e-05,0.006784635168077591,0.010718123898689482,0.04551172763995844,-0.058069140833995246,-0.01550949063159835
2017-10-09,4614.52001953125,4772.02001953125,308.6669921875,297.3919982910156,1.207710027694702,1.4037799835205078,0.2787579894065857,0.2518250048160553,2544.73,22761.07,1283.94,0.0917930442089685,-0.03628143007405593,-0.11148106660058976,0.07599593049600961,-0.001804395664743219,-0.0005532705093205248,0.00608853052493008,0.034131393803336255,-0.03652801945740726,0.16234853675933092,-0.09661780330624704
2017-10-10,4776.2099609375,4781.990234375,297.6010131835937,299.8699951171875,1.4310699701309204,1.3933600187301636,0.252824991941452,0.2607330083847046,2550.64,22830.68,1287.92,0.0020893070026830607,0.008332426024949768,-0.007422790546002922,0.03537378496291943,0.002322446782173193,0.003058292075021063,0.003099833325544754,0.001210221804479763,0.007624241293137145,-0.026350878844384504,0.031278618393405754
2017-10-11,4789.25,4826.47998046875,301.1809997558594,303.4559936523437,1.399440050125122,1.4337300062179563,0.2606579959392547,0.2644389867782593,2555.24,22872.89,1291.32,0.009303604548152045,0.011958510666446598,0.028973120331516222,0.014213690918974953,0.001803468933287311,0.0018488279805946028,0.0026399155227032622,0.007773655680691131,0.007553577079325898,0.024502625953693714,0.014505562453130028
2017-10-12,4829.580078125,5446.91015625,303.4979858398437,304.135986328125,1.429960012435913,1.3437600135803225,0.2650460004806518,0.2484139949083328,2550.93,22841.01,1293.27,0.12854713544693785,0.0022408279618966187,-0.0627523956724364,-0.06059995942793395,-0.0016867300136190755,-0.0013937897659631604,0.0015100827060683386,0.12782272332974084,0.0021021572400746692,-0.0602814051483512,-0.06275139237022039
2017-10-13,5464.16015625,5647.2099609375,304.0790100097656,338.7569885253906,1.3365099430084229,1.435479998588562,0.2482849955558776,0.2604889869689941,2553.17,22871.72,1303.3,0.03677310602556361,0.11383395505165206,0.06825622438627277,0.04860834054505303,0.0008781111202582625,0.001344511473004184,0.007755534420500032,0.03350008042464211,0.11404265790825649,0.07405111806154026,0.049153157184522345
2017-10-16,5687.56982421875,5725.58984375,336.71099853515625,333.3840026855469,1.5559899806976318,1.4407000541687012,0.2633860111236572,0.2562319934368133,2557.64,22956.96,1294.57,0.013879399447632279,-0.015860885595991303,0.003636453022871633,-0.016342316739430873,0.0017507647356032052,0.0037268731866251237,-0.00669838103276299,0.006684756531577608,-0.009880864789339517,-0.07409426021961925,-0.02716172228101053
2017-10-17,5741.580078125,5605.509765625,333.4840087890625,317.0820007324219,1.4376800060272217,1.3899500370025637,0.2560980021953583,0.2320639938116073,2559.36,22997.44,1285.14,-0.02097252534707461,-0.048898572882338676,-0.03522594242937038,-0.09432077275379669,0.0006724949562879612,0.001763299670339613,-0.007284271997651581,-0.02369910558565889,-0.04918379179919038,-0.033199299443936375,-0.09384691867067826
2017-10-18,5603.81982421875,5590.68994140625,316.9440002441406,314.3190002441406,1.3935099840164185,1.3275599479675293,0.2312159985303878,0.2185200005769729,2561.26,23157.6,1280.81,-0.002643795986161823,-0.008713835796100189,-0.04488656957021209,-0.05836318255226447,0.0007423730932734074,0.0069642534125538,-0.00336928272406134,-0.0023430237274501393,-0.008282220196558299,-0.047326561564206296,-0.054909686328415135
2017-10-19,5583.740234375,5708.52001953125,314.5379943847656,308.0880126953125,1.3286800384521484,1.2846100330352783,0.2182289958000183,0.2151499986648559,2562.1,23163.04,1289.36,0.021076124657229967,-0.019823769940691904,-0.03235252389016896,-0.015421938052438966,0.0003279635804251946,0.00023491208069925662,0.006675463183454244,0.022346989637532247,-0.020506208485462144,-0.03316826033467746,-0.014109019398980118
2017-10-20,5708.10986328125,6011.4501953125,308.0459899902344,304.0060119628906,1.2832599878311155,1.241919994354248,0.2150859981775283,0.210548996925354,2575.21,23328.63,1280.11,0.05306632450176196,-0.013249463024252117,-0.03323190507874374,-0.021385088394394902,0.005116896296007312,0.0071488889195892025,-0.007174101880002448,0.05314199258541913,-0.013114853491427773,-0.03221482308252881,-0.02109389402665594
2017-10-23,6006.0,5930.31982421875,295.09600830078125,286.95001220703125,1.2313599586486816,1.1837300062179563,0.2035039961338043,0.1969279944896698,2564.98,23273.96,1281.93,-0.013495973260663874,-0.0561041528282058,-0.04685486053918342,-0.06469279186598675,-0.0039724915637947555,-0.0023434723770749954,0.0014217528181172945,-0.012600761868339994,-0.027604562124225906,-0.0386807708795366,-0.032313869845635654
2017-10-24,5935.52001953125,5526.64013671875,287.1199951171875,298.3280029296875,1.176929950714111,1.2484300136566162,0.1955669969320297,0.2066439986228943,2569.13,23441.76,1276.47,-0.06807047502757235,0.039651473213554445,0.054657740446554914,0.04933785142332403,0.0016179463387628878,0.007209774357264553,-0.004259202920596339,-0.06888695202224097,0.039035971033384395,0.060751332650785125,0.05664044478176683
2017-10-25,5524.60009765625,5750.7998046875,298.43701171875,297.92498779296875,1.2434099912643433,1.2527799606323242,0.2071129977703094,0.2046039998531341,2557.15,23329.46,1277.36,0.040559845118093296,-0.0013509128635629253,0.003484333865834577,-0.009872044595318652,-0.004663057143858063,-0.004790595927950725,0.0006972353443479573,0.04094408699866126,-0.0017156850714742662,0.007535703777362478,-0.012114149976998544
2017-10-26,5747.9501953125,5904.830078125,298.0220031738281,296.5270080566406,1.2609699964523315,1.2086000442504885,0.2044440060853958,0.2036280035972595,2560.4,23400.86,1266.9,0.026784148060926993,-0.004692388331319131,-0.03526550373581683,-0.004770171925158717,0.0012709461705413538,0.0030605080443353305,-0.008188764326423126,0.027293187568054576,-0.005016391747140596,-0.041531481596852396,-0.003991325076047849
2017-10-27,5899.740234375,5780.89990234375,296.50799560546875,297.4230041503906,1.2087500095367432,1.174180030822754,0.2036679983139038,0.2027850002050399,2581.07,23434.19,1273.43,-0.02098793261475229,0.003021634014459984,-0.028479242236897462,-0.004139918760323935,0.008072957350414134,0.001424306628046823,0.005154313679059053,-0.02014331602920812,0.003085948974338548,-0.02859977533918556,-0.004335477915892269
2017-10-30,6114.85009765625,6130.52978515625,304.7820129394531,307.7510070800781,1.2333600521087646,1.3122700452804563,0.2030760049819946,0.2027110010385513,2572.83,23348.74,1276.01,0.06048018279485334,0.03472496338738207,0.11760548709122753,-0.0003649143990619441,-0.0031924744388955872,-0.0036463816329899146,0.0020260242023510955,0.002564198181409196,0.00974136928879333,0.06397968949681285,-0.0017973760291160978
2017-10-31,6132.02001953125,6468.39990234375,307.37799072265625,305.8789978027344,1.3359500169754028,1.3128900527954102,0.2024050056934356,0.2005580067634582,2575.26,23377.24,1271.0,0.0551127111404921,-0.006082869704002736,0.0004724694564077758,-0.010621003616294367,0.0009444852555358096,0.0012206226117554841,-0.003926301518013209,0.054856292337775815,-0.004876708694717182,-0.01726109801038855,-0.009125263101323184
2017-11-01,6440.97021484375,6767.31005859375,305.7619934082031,291.6940002441406,1.3351600170135498,1.2615400552749634,0.2002470046281814,0.1941239982843399,2579.36,23435.01,1274.52,0.04621083432731066,-0.0463745391494379,-0.03911218415518658,-0.032080536613562805,0.001592072256781707,0.002471207037272105,0.0027694728560188064,0.05066625568271109,-0.04600962012071013,-0.05513942958182465,-0.03057726808553613
2017-11-02,6777.77001953125,7078.5,290.7250061035156,287.4289855957031,1.2602499723434448,1.299630045890808,0.194595992565155,0.2058610022068023,2579.85,23516.26,1276.15,0.04598428898807039,-0.014621537106926374,0.030193247100301246,0.06046137533841045,0.00018996960486306058,0.0034670350044654352,0.001278912845620317,0.044370047906929194,-0.011337244607844013,0.03124782734502721,0.057889217003662286
