config,model,mae,rmse,epochs,window,hidden_size,lr,batch_size
btc_only,GRU,0.038929507376006575,0.052898524163313435,10,7,128,0.001,8
btc_only,CNN,0.04540217178575449,0.0591817414390883,10,7,128,0.001,8
btc_only,LSTM,0.038743317166867165,0.05270392422489325,10,7,128,0.001,16
btc_only,LSTM_Attn,0.03919233310901246,0.053107297966940734,10,7,128,0.001,16
btc_only,GRU,0.03914871067730907,0.0531134183390433,10,7,128,0.001,16
btc_only,CNN,0.04000350564122014,0.05453073976315,10,7,128,0.001,16
btc_only,LSTM,0.03902511892640102,0.052988370266342136,10,7,128,0.001,32
btc_only,LSTM_Attn,0.039116608944939305,0.052989881285238946,10,7,128,0.001,32
btc_only,GRU,0.03848302263676035,0.052753448918910595,10,7,128,0.001,32
btc_only,CNN,0.039804643131805,0.054692002607014935,10,7,128,0.001,32
btc_only,LSTM,0.038850876222534525,0.052842251713255385,10,7,128,0.0005,8
btc_only,LSTM_Attn,0.038685134829690764,0.052639892269707556,10,7,128,0.0005,8
btc_only,GRU,0.038622320116393424,0.05266501829396971,10,7,128,0.0005,8
btc_only,CNN,0.04437999753007885,0.059571251745618295,10,7,128,0.0005,8
btc_only,LSTM,0.038708888053797935,0.052718307196237026,10,7,128,0.0005,16
btc_only,LSTM_Attn,0.03858111469046469,0.05251183227838941,10,7,128,0.0005,16
btc_only,GRU,0.03838883793604543,0.052590183617532815,10,7,128,0.0005,16
btc_only,CNN,0.05046212224412778,0.06453557556256506,10,7,128,0.0005,16
btc_only,LSTM,0.03922018026723244,0.053089079810423316,10,7,128,0.0005,32
btc_only,LSTM_Attn,0.03856403496733342,0.052504382253224374,10,7,128,0.0005,32
btc_only,GRU,0.039379394900257714,0.053146063495466314,10,7,128,0.0005,32
btc_only,CNN,0.041234450443503066,0.05511429043576529,10,7,128,0.0005,32
btc_only,LSTM,0.03900876032032221,0.052976370610032325,10,7,256,0.001,8
btc_only,LSTM_Attn,0.038693360459731055,0.05263455832987748,10,7,256,0.001,8
btc_only,GRU,0.03900275254098161,0.05297560149490816,10,7,256,0.001,8
btc_only,CNN,0.045201084305187135,0.059658195025110126,10,7,256,0.001,8
btc_only,LSTM,0.03831390472309857,0.052637021164688096,10,7,256,0.001,16
btc_only,LSTM_Attn,0.03877094390458144,0.05271053819573621,10,7,256,0.001,16
btc_only,GRU,0.039236865637025775,0.05318254173225086,10,7,256,0.001,16
btc_only,CNN,0.03962827471395006,0.05391897540324048,10,7,256,0.001,16
btc_only,LSTM,0.03852098746197438,0.05253191551238269,10,7,256,0.001,32
btc_only,LSTM_Attn,0.03909260953000812,0.05303017057299338,10,7,256,0.001,32
btc_only,GRU,0.03852524658625102,0.05258089970617826,10,7,256,0.001,32
btc_only,CNN,0.04074817436523084,0.055701226665468,10,7,256,0.001,32
btc_only,LSTM,0.039052290919022827,0.05301802010252614,10,7,256,0.0005,8
btc_only,LSTM_Attn,0.038959423363433845,0.05291083218049493,10,7,256,0.0005,8
btc_only,GRU,0.038524970189578185,0.05268270768238015,10,7,256,0.0005,8
btc_only,CNN,0.046850835331655766,0.06412146806987583,10,7,256,0.0005,8
btc_only,LSTM,0.039034209260384575,0.05305244358280046,10,7,256,0.0005,16
btc_only,LSTM_Attn,0.0390680453934946,0.05299875521270284,10,7,256,0.0005,16
btc_only,GRU,0.03924217570255006,0.05342941256721001,10,7,256,0.0005,16
btc_only,CNN,0.04387046556252819,0.05973021378227766,10,7,256,0.0005,16
btc_only,LSTM,0.03883988928310043,0.05282714998959119,10,7,256,0.0005,32
btc_only,LSTM_Attn,0.03860654291468106,0.05243297539673467,10,7,256,0.0005,32
btc_only,GRU,0.03856614717111886,0.052849538916158185,10,7,256,0.0005,32
btc_only,CNN,0.04919520003470916,0.0653009123669226,10,7,256,0.0005,32
btc_only,LSTM,0.03861983788982155,0.052755607373104536,20,3,32,0.001,8
btc_only,LSTM_Attn,0.038209017181118916,0.05228350762638811,20,3,32,0.001,8
btc_only,GRU,0.03827823249752838,0.05218794254472148,20,3,32,0.001,8
btc_only,CNN,0.04699382621896071,0.06443614674048309,20,3,32,0.001,8
btc_only,LSTM,0.03831544290733574,0.05241531608731757,20,3,32,0.001,16
btc_only,LSTM_Attn,0.03850720079806171,0.05254225480544551,20,3,32,0.001,16
btc_only,GRU,0.03813439210655585,0.05224822909563571,20,3,32,0.001,16
btc_only,CNN,0.041370364347299064,0.05765611079558083,20,3,32,0.001,16
btc_only,LSTM,0.03797892016304,0.052082201625364755,20,3,32,0.001,32
btc_only,LSTM_Attn,0.037739993442070026,0.05186039205372105,20,3,32,0.001,32
btc_only,GRU,0.038170241120723265,0.05219923813195993,20,3,32,0.001,32
btc_only,CNN,0.03960832200829153,0.054087885550807006,20,3,32,0.001,32
btc_only,LSTM,0.03836795130790603,0.05242350616668223,20,3,32,0.0005,8
btc_only,LSTM_Attn,0.03808530440103412,0.05199696797920558,20,3,32,0.0005,8
btc_only,GRU,0.03814471090381002,0.05220372342539354,20,3,32,0.0005,8
btc_only,CNN,0.04180380627838865,0.05688071867903023,20,3,32,0.0005,8
btc_only,LSTM,0.03833019244502754,0.05232747408869274,20,3,32,0.0005,16
btc_only,LSTM_Attn,0.038122098674295946,0.05219940521475083,20,3,32,0.0005,16
btc_only,GRU,0.03814771246906156,0.05213471180055177,20,3,32,0.0005,16
btc_only,CNN,0.03876009540558635,0.053508538196991695,20,3,32,0.0005,16
btc_only,LSTM,0.038065860264792,0.05214935823167252,20,3,32,0.0005,32
btc_only,LSTM_Attn,0.038062042636983554,0.05219433069894846,20,3,32,0.0005,32
btc_only,GRU,0.03840310594013105,0.052476730810221736,20,3,32,0.0005,32
btc_only,CNN,0.04139907595360313,0.055893584076231975,20,3,32,0.0005,32
btc_only,LSTM,0.037791149366635864,0.05223071874018522,20,3,64,0.001,8
btc_only,LSTM_Attn,0.03829884544777802,0.05247192297153597,20,3,64,0.001,8
btc_only,GRU,0.038348201454420555,0.05247299194700344,20,3,64,0.001,8
btc_only,CNN,0.04605052920895181,0.06266461987162679,20,3,64,0.001,8
btc_only,LSTM,0.0379282126631899,0.05207342133825239,20,3,64,0.001,16
btc_only,LSTM_Attn,0.03855405100238202,0.052425896356440314,20,3,64,0.001,16
btc_only,GRU,0.03811240170304714,0.05220086515785974,20,3,64,0.001,16
btc_only,CNN,0.04207334652757228,0.05646268984939043,20,3,64,0.001,16
btc_only,LSTM,0.037857010878153304,0.052315780433375786,20,3,64,0.001,32
btc_only,LSTM_Attn,0.03879559278912555,0.05259515077374832,20,3,64,0.001,32
btc_only,GRU,0.03854406636889485,0.05253114264251656,20,3,64,0.001,32
btc_only,CNN,0.03946691555948611,0.05383723418372791,20,3,64,0.001,32
btc_only,LSTM,0.03810374388704144,0.05226846414945972,20,3,64,0.0005,8
btc_only,LSTM_Attn,0.03805441125103951,0.05229860904569748,20,3,64,0.0005,8
btc_only,GRU,0.03797633651002163,0.052212193074651934,20,3,64,0.0005,8
btc_only,CNN,0.04531352213904302,0.06005947781144648,20,3,64,0.0005,8
btc_only,LSTM,0.03850595589197114,0.05253698412706319,20,3,64,0.0005,16
btc_only,LSTM_Attn,0.03861536499633234,0.052479436421767466,20,3,64,0.0005,16
btc_only,GRU,0.038555176607577034,0.05255310796838348,20,3,64,0.0005,16
btc_only,CNN,0.04047260985801276,0.05649134543807863,20,3,64,0.0005,16
btc_only,LSTM,0.0380747759260588,0.05220851203300312,20,3,64,0.0005,32
btc_only,LSTM_Attn,0.0381844585794105,0.05216170036178886,20,3,64,0.0005,32
btc_only,GRU,0.03772835379098381,0.05192567329215628,20,3,64,0.0005,32
btc_only,CNN,0.03997205090018112,0.05442813503780522,20,3,64,0.0005,32
btc_only,LSTM,0.038341642966440624,0.0525135637795199,20,3,128,0.001,8
btc_only,LSTM_Attn,0.038169123224125114,0.052231717157214,20,3,128,0.001,8
btc_only,GRU,0.03844555574458115,0.052484183219428784,20,3,128,0.001,8
btc_only,CNN,0.04547403621109226,0.05873723161571234,20,3,128,0.001,8
btc_only,LSTM,0.03818944367572455,0.052425400466435866,20,3,128,0.001,16
btc_only,LSTM_Attn,0.038622830654934326,0.052656345156935486,20,3,128,0.001,16
btc_only,GRU,0.03851265363973668,0.05282372244039613,20,3,128,0.001,16
btc_only,CNN,0.04190315966123757,0.05699386672977714,20,3,128,0.001,16
btc_only,LSTM,0.03793233359454371,0.05219198661070501,20,3,128,0.001,32
btc_only,LSTM_Attn,0.037738344888088166,0.05179572275800197,20,3,128,0.001,32
btc_only,GRU,0.03813409767919711,0.05222528285174262,20,3,128,0.001,32
btc_only,CNN,0.04410474440344194,0.06038266059026315,20,3,128,0.001,32
btc_only,LSTM,0.03794097820161602,0.05202941893550657,20,3,128,0.0005,8
btc_only,LSTM_Attn,0.038301370444758016,0.05228212620923235,20,3,128,0.0005,8
btc_only,GRU,0.03841156467815703,0.05236951471499469,20,3,128,0.0005,8
btc_only,CNN,0.05065496815278961,0.06787331858657453,20,3,128,0.0005,8
btc_only,LSTM,0.0382933648506512,0.052337627930987424,20,3,128,0.0005,16
btc_only,LSTM_Attn,0.03819918134138298,0.05214308357451785,20,3,128,0.0005,16
btc_only,GRU,0.038033182391599904,0.05225197002720179,20,3,128,0.0005,16
btc_only,CNN,0.04247171399784328,0.05717904150499362,20,3,128,0.0005,16
btc_only,LSTM,0.03766318287972627,0.0517976448301011,20,3,128,0.0005,32
btc_only,LSTM_Attn,0.03870943315846765,0.05256506194617693,20,3,128,0.0005,32
btc_only,GRU,0.03789852556066424,0.051995260855485434,20,3,128,0.0005,32
btc_only,CNN,0.041731637496614536,0.055055411115238685,20,3,128,0.0005,32
btc_only,LSTM,0.03801104783328272,0.05231475019971573,20,3,256,0.001,8
btc_only,LSTM_Attn,0.03844639773937644,0.05256302698744565,20,3,256,0.001,8
btc_only,GRU,0.03897309950370094,0.053265945896002136,20,3,256,0.001,8
btc_only,CNN,0.04806934581863812,0.0638382755232026,20,3,256,0.001,8
btc_only,LSTM,0.03825685382386108,0.05255688426152392,20,3,256,0.001,16
btc_only,LSTM_Attn,0.03847836222516673,0.0524726678219102,20,3,256,0.001,16
btc_only,GRU,0.03814745817746676,0.052227786195932054,20,3,256,0.001,16
btc_only,CNN,0.04651390158186941,0.06167146239382933,20,3,256,0.001,16
btc_only,LSTM,0.037983541353446455,0.052143158073754886,20,3,256,0.001,32
btc_only,LSTM_Attn,0.03812023398549138,0.05227245914795214,20,3,256,0.001,32
btc_only,GRU,0.03834424227462963,0.052391850739524806,20,3,256,0.001,32
btc_only,CNN,0.04171038984354361,0.056466164632422426,20,3,256,0.001,32
btc_only,LSTM,0.03803583664309626,0.052093071090832825,20,3,256,0.0005,8
btc_only,LSTM_Attn,0.038264974253345976,0.05226262858242494,20,3,256,0.0005,8
btc_only,GRU,0.038214355908466426,0.05234993597309593,20,3,256,0.0005,8
btc_only,CNN,0.04870722460298202,0.06375286932587956,20,3,256,0.0005,8
btc_only,LSTM,0.0381151672254535,0.05215898605641415,20,3,256,0.0005,16
btc_only,LSTM_Attn,0.037909066257077136,0.0519760112499164,20,3,256,0.0005,16
btc_only,GRU,0.037742941909019695,0.05189528623378837,20,3,256,0.0005,16
btc_only,CNN,0.04186254867392416,0.05691339320787841,20,3,256,0.0005,16
btc_only,LSTM,0.03785439297817976,0.05194230632138924,20,3,256,0.0005,32
btc_only,LSTM_Attn,0.037982135170519,0.05199092054960136,20,3,256,0.0005,32
btc_only,GRU,0.03845445658892165,0.0524253247104709,20,3,256,0.0005,32
btc_only,CNN,0.04272621478312957,0.05556160007048204,20,3,256,0.0005,32
btc_only,LSTM,0.038463306816344,0.05259182360018186,20,7,32,0.001,8
btc_only,LSTM_Attn,0.038974415541109406,0.05296057318073624,20,7,32,0.001,8
btc_only,GRU,0.03857603815770168,0.0526503212585184,20,7,32,0.001,8
btc_only,CNN,0.05152113599476654,0.07199488653667915,20,7,32,0.001,8
btc_only,LSTM,0.03907952721940308,0.053119244877897806,20,7,32,0.001,16
btc_only,LSTM_Attn,0.039004587587353735,0.052921506502502345,20,7,32,0.001,16
btc_only,GRU,0.038666498703281836,0.05259661839341537,20,7,32,0.001,16
btc_only,CNN,0.044184511170067886,0.05958923564849588,20,7,32,0.001,16
btc_only,LSTM,0.03817828152202081,0.05242470232333797,20,7,32,0.001,32
btc_only,LSTM_Attn,0.03915671149667451,0.053018204167836494,20,7,32,0.001,32
btc_only,GRU,0.03864354650390416,0.0526687747791516,20,7,32,0.001,32
btc_only,CNN,0.03961077039872023,0.05364758714603574,20,7,32,0.001,32
btc_only,LSTM,0.03872562693669735,0.052625022284318576,20,7,32,0.0005,8
btc_only,LSTM_Attn,0.03883456626150247,0.05274262840351869,20,7,32,0.0005,8
btc_only,GRU,0.03873733393225593,0.05274185126951247,20,7,32,0.0005,8
btc_only,CNN,0.04942039477701718,0.06598549183702182,20,7,32,0.0005,8
btc_only,LSTM,0.03887411943681643,0.05279254332598966,20,7,32,0.0005,16
btc_only,LSTM_Attn,0.03907129935137664,0.0529574211403339,20,7,32,0.0005,16
btc_only,GRU,0.03959990697079247,0.053437581811416696,20,7,32,0.0005,16
btc_only,CNN,0.04530792595507385,0.061691196262010764,20,7,32,0.0005,16
btc_only,LSTM,0.038662853204581536,0.0526593567445513,20,7,32,0.0005,32
btc_only,LSTM_Attn,0.03870150403118088,0.0526339797271196,20,7,32,0.0005,32
btc_only,GRU,0.038445174146761955,0.05255173486273714,20,7,32,0.0005,32
btc_only,CNN,0.04467445961746988,0.058353545633335425,20,7,32,0.0005,32
btc_only,LSTM,0.03847762178164826,0.052558881045865195,20,7,64,0.001,8
btc_only,LSTM_Attn,0.038452384662651426,0.05242801531509681,20,7,64,0.001,8
btc_only,GRU,0.03838926302425999,0.052817619498345854,20,7,64,0.001,8
btc_only,CNN,0.04676987997037395,0.06266078458979597,20,7,64,0.001,8
btc_only,LSTM,0.038942282319691865,0.05291944950308634,20,7,64,0.001,16
btc_only,LSTM_Attn,0.03906012352245204,0.05299144515333175,20,7,64,0.001,16
btc_only,GRU,0.03931363519886226,0.053261909299803206,20,7,64,0.001,16
btc_only,CNN,0.04300921211825246,0.05788653770880446,20,7,64,0.001,16
btc_only,LSTM,0.03881248341784899,0.05281338211850942,20,7,64,0.001,32
btc_only,LSTM_Attn,0.03882777955337733,0.05279688597495868,20,7,64,0.001,32
btc_only,GRU,0.03830791422790304,0.05239929051607637,20,7,64,0.001,32
btc_only,CNN,0.041109975837213396,0.055967684864956624,20,7,64,0.001,32
btc_only,LSTM,0.03852922948796815,0.052776061265422676,20,7,64,0.0005,8
btc_only,LSTM_Attn,0.03873812740530969,0.052740270782858055,20,7,64,0.0005,8
btc_only,GRU,0.03824153996167798,0.05255598711193095,20,7,64,0.0005,8
btc_only,CNN,0.04369553940343146,0.05821870696804043,20,7,64,0.0005,8
btc_only,LSTM,0.038497255052375494,0.05256170607256049,20,7,64,0.0005,16
btc_only,LSTM_Attn,0.03899365118938552,0.05285327389817403,20,7,64,0.0005,16
btc_only,GRU,0.0390655165764685,0.052955405138560126,20,7,64,0.0005,16
btc_only,CNN,0.042194276518135336,0.05668155549034002,20,7,64,0.0005,16
btc_only,LSTM,0.03865847234111629,0.05271968271470517,20,7,64,0.0005,32
btc_only,LSTM_Attn,0.03877231886764528,0.05268434181567828,20,7,64,0.0005,32
btc_only,GRU,0.038359386093042194,0.052444249527677046,20,7,64,0.0005,32
btc_only,CNN,0.0436488900836435,0.05978801855090534,20,7,64,0.0005,32
btc_only,LSTM,0.03916607926953956,0.053453039453316586,20,7,128,0.001,8
btc_only,LSTM_Attn,0.038893709213502985,0.05283577094052636,20,7,128,0.001,8
btc_only,GRU,0.03894403769658608,0.05302654011181408,20,7,128,0.001,8
btc_only,CNN,0.056701810266342,0.07383570616535187,20,7,128,0.001,8
btc_only,LSTM,0.0390173768322309,0.05289326735254122,20,7,128,0.001,16
btc_only,LSTM_Attn,0.03860872217271209,0.05249723007059893,20,7,128,0.001,16
btc_only,GRU,0.03894464942042286,0.0531574140522386,20,7,128,0.001,16
btc_only,CNN,0.043655643433793904,0.06176119469705258,20,7,128,0.001,16
btc_only,LSTM,0.03879254314567793,0.052827568393856134,20,7,128,0.001,32
btc_only,LSTM_Attn,0.038916427258974956,0.05279892748961213,20,7,128,0.001,32
btc_only,GRU,0.03844094949638468,0.052765604927862766,20,7,128,0.001,32
btc_only,CNN,0.03950248028251154,0.05419129877180417,20,7,128,0.001,32
btc_only,LSTM,0.03842298913354717,0.05252705822914764,20,7,128,0.0005,8
btc_only,LSTM_Attn,0.03904011638441248,0.052911687874941736,20,7,128,0.0005,8
btc_only,GRU,0.038558658627195104,0.05308385171539965,20,7,128,0.0005,8
btc_only,CNN,0.04355652654000897,0.05945938002029733,20,7,128,0.0005,8
btc_only,LSTM,0.03884510686470964,0.05318677722283751,20,7,128,0.0005,16
btc_only,LSTM_Attn,0.0388935171516458,0.052755872338766385,20,7,128,0.0005,16
btc_only,GRU,0.0387469919767996,0.052667904560730436,20,7,128,0.0005,16
btc_only,CNN,0.04491302114306574,0.06019484038489014,20,7,128,0.0005,16
btc_only,LSTM,0.03860037520908706,0.052560185945549766,20,7,128,0.0005,32
btc_only,LSTM_Attn,0.03926426628921126,0.05304913368651718,20,7,128,0.0005,32
btc_only,GRU,0.03863537198723924,0.05256833227008491,20,7,128,0.0005,32
btc_only,CNN,0.03957931375823593,0.0548897213717134,20,7,128,0.0005,32
btc_only,LSTM,0.03897133042457865,0.05304199443658452,20,7,256,0.001,8
btc_only,LSTM_Attn,0.03871722930764281,0.05274149586379701,20,7,256,0.001,8
btc_only,GRU,0.03899756563579175,0.05296468368509206,20,7,256,0.001,8
btc_only,CNN,0.05144024932419315,0.06828314926667195,20,7,256,0.001,8
btc_only,LSTM,0.03935724697417395,0.05333030388513566,20,7,256,0.001,16
btc_only,LSTM_Attn,0.039267811350583555,0.053152549052121224,20,7,256,0.001,16
btc_only,GRU,0.03925586816245967,0.05347136868037146,20,7,256,0.001,16
btc_only,CNN,0.0428792844276553,0.057907191310784034,20,7,256,0.001,16
btc_only,LSTM,0.03881307374700929,0.052946168692177414,20,7,256,0.001,32
btc_only,LSTM_Attn,0.03894808001604815,0.05290156413885222,20,7,256,0.001,32
btc_only,GRU,0.038640474087648896,0.05278071641449092,20,7,256,0.001,32
btc_only,CNN,0.04039152866024698,0.054952708595455,20,7,256,0.001,32
btc_only,LSTM,0.03902362669002707,0.053243304499270665,20,7,256,0.0005,8
btc_only,LSTM_Attn,0.0385840532435674,0.05254616559014914,20,7,256,0.0005,8
btc_only,GRU,0.03902609076128478,0.05306437285854951,20,7,256,0.0005,8
btc_only,CNN,0.04653385153315486,0.05956555836152272,20,7,256,0.0005,8
btc_only,LSTM,0.03869401243196354,0.05275027451837705,20,7,256,0.0005,16
btc_only,LSTM_Attn,0.038980052390050354,0.05286105974011635,20,7,256,0.0005,16
btc_only,GRU,0.038476783380385,0.052418893576140685,20,7,256,0.0005,16
btc_only,CNN,0.0471612219775603,0.06261635663902852,20,7,256,0.0005,16
btc_only,LSTM,0.03910911987896209,0.05323908957386562,20,7,256,0.0005,32
btc_only,LSTM_Attn,0.038947306571905094,0.05278737126385572,20,7,256,0.0005,32
btc_only,GRU,0.038924408569165146,0.05304238734213714,20,7,256,0.0005,32
btc_only,CNN,0.0422133327575113,0.05671908954877766,20,7,256,0.0005,32
crypto,LSTM,0.03829785263926267,0.05240549195367298,5,3,32,0.001,8
crypto,LSTM_Attn,0.037904882625717846,0.05208110584327233,5,3,32,0.001,8
crypto,GRU,0.037996126929645324,0.05213767023665296,5,3,32,0.001,8
crypto,CNN,0.038458854515563905,0.05249152851009654,5,3,32,0.001,8
crypto,LSTM,0.03821536486183285,0.05236121584225621,5,3,32,0.001,16
crypto,LSTM_Attn,0.039094729454463385,0.05318691786871489,5,3,32,0.001,16
crypto,GRU,0.03876991627615336,0.05291223127162186,5,3,32,0.001,16
crypto,CNN,0.04641193794182507,0.06493027533098801,5,3,32,0.001,16
crypto,LSTM,0.03886590715095608,0.05289036662008388,5,3,32,0.001,32
crypto,LSTM_Attn,0.038140246712816406,0.052186666647184264,5,3,32,0.001,32
crypto,GRU,0.03860303365266639,0.05284240203769631,5,3,32,0.001,32
crypto,CNN,0.0478690008355368,0.0720564573073166,5,3,32,0.001,32
crypto,LSTM,0.038385558177389444,0.05248353573131656,5,3,32,0.0005,8
crypto,LSTM_Attn,0.038577735791898805,0.05255235743785535,5,3,32,0.0005,8
crypto,GRU,0.03835401887474779,0.05255565020980275,5,3,32,0.0005,8
crypto,CNN,0.04611920343568865,0.06337861929456412,5,3,32,0.0005,8
crypto,LSTM,0.038567694659794,0.05263375744283169,5,3,32,0.0005,16
crypto,LSTM_Attn,0.038676182149283915,0.05268053274000422,5,3,32,0.0005,16
crypto,GRU,0.03902052177125492,0.053374148113741166,5,3,32,0.0005,16
crypto,CNN,0.05747744419608016,0.08309698086154467,5,3,32,0.0005,16
crypto,LSTM,0.03826447501377025,0.05232317485930213,5,3,32,0.0005,32
crypto,LSTM_Attn,0.03877329095181477,0.0528198022955913,5,3,32,0.0005,32
crypto,GRU,0.0393325560415249,0.05336922083849363,5,3,32,0.0005,32
crypto,CNN,0.048619663694945095,0.06653272779258029,5,3,32,0.0005,32
crypto,LSTM,0.0376918590388724,0.052059691457482966,5,3,64,0.001,8
crypto,LSTM_Attn,0.03835725149462508,0.05244938026816559,5,3,64,0.001,8
crypto,GRU,0.03780584268696198,0.0520529201711537,5,3,64,0.001,8
crypto,CNN,0.06646597354310768,0.10391171085137332,5,3,64,0.001,8
crypto,LSTM,0.03802067023253838,0.05213625223207443,5,3,64,0.001,16
crypto,LSTM_Attn,0.0384624460305113,0.05254620980296557,5,3,64,0.001,16
crypto,GRU,0.03794696939971087,0.052140174025311944,5,3,64,0.001,16
crypto,CNN,0.06357624933453235,0.09803884595748748,5,3,64,0.001,16
crypto,LSTM,0.038922626764479315,0.05301120491299238,5,3,64,0.001,32
crypto,LSTM_Attn,0.038511590956074246,0.05266225647775193,5,3,64,0.001,32
crypto,GRU,0.037837890059450645,0.05205640155197699,5,3,64,0.001,32
crypto,CNN,0.04478110231257068,0.05936570644484318,5,3,64,0.001,32
crypto,LSTM,0.03836204418606069,0.05251824803621277,5,3,64,0.0005,8
crypto,LSTM_Attn,0.03793943709839543,0.052158381316560906,5,3,64,0.0005,8
crypto,GRU,0.03787187525816405,0.05195834483194224,5,3,64,0.0005,8
crypto,CNN,0.05943036228425903,0.0850196391453216,5,3,64,0.0005,8
crypto,LSTM,0.03828801412905654,0.052429777720649606,5,3,64,0.0005,16
crypto,LSTM_Attn,0.03846481497632711,0.05260409677002619,5,3,64,0.0005,16
crypto,GRU,0.038231475881639464,0.05251343470380557,5,3,64,0.0005,16
crypto,CNN,0.044683414128880744,0.061633031429830495,5,3,64,0.0005,16
crypto,LSTM,0.0391075525769039,0.05315172058941603,5,3,64,0.0005,32
crypto,LSTM_Attn,0.04008219352011762,0.05399950544182057,5,3,64,0.0005,32
crypto,GRU,0.038206702469810755,0.052471226327315316,5,3,64,0.0005,32
crypto,CNN,0.054356287759647036,0.07668590340196968,5,3,64,0.0005,32
crypto,LSTM,0.037850067217272465,0.052004460235639136,5,3,128,0.001,8
crypto,LSTM_Attn,0.03785724380817099,0.05202451273260939,5,3,128,0.001,8
crypto,GRU,0.03814990233157753,0.05253864646091069,5,3,128,0.001,8
crypto,CNN,0.04243275338218637,0.05846155275307817,5,3,128,0.001,8
crypto,LSTM,0.03820251450032322,0.05232019104279737,5,3,128,0.001,16
crypto,LSTM_Attn,0.03799758122789873,0.05223631364572132,5,3,128,0.001,16
crypto,GRU,0.03761701823208176,0.051758160726907476,5,3,128,0.001,16
crypto,CNN,0.04251101538953474,0.05702762526710927,5,3,128,0.001,16
crypto,LSTM,0.03808406774004672,0.05234278585812499,5,3,128,0.001,32
crypto,LSTM_Attn,0.03909039333067952,0.0531744349192897,5,3,128,0.001,32
crypto,GRU,0.03901308307252102,0.05319068763586359,5,3,128,0.001,32
crypto,CNN,0.050242863720217454,0.0766549571577473,5,3,128,0.001,32
crypto,LSTM,0.037977335601908746,0.05215360083213093,5,3,128,0.0005,8
crypto,LSTM_Attn,0.03822382171969642,0.05235050615475105,5,3,128,0.0005,8
crypto,GRU,0.037758140229106577,0.052018050839693235,5,3,128,0.0005,8
crypto,CNN,0.05141081241149205,0.07493770849018562,5,3,128,0.0005,8
crypto,LSTM,0.03890288732669632,0.0529342970879897,5,3,128,0.0005,16
crypto,LSTM_Attn,0.038228571499254405,0.05249780671401673,5,3,128,0.0005,16
crypto,GRU,0.038787788191185446,0.05291585907951028,5,3,128,0.0005,16
crypto,CNN,0.04808013266375475,0.06680406822182706,5,3,128,0.0005,16
crypto,LSTM,0.03876598446918362,0.05299862079917723,5,3,128,0.0005,32
crypto,LSTM_Attn,0.04102743412095706,0.054924474978369116,5,3,128,0.0005,32
crypto,GRU,0.038194922140582455,0.05244312983733058,5,3,128,0.0005,32
crypto,CNN,0.06563890648629367,0.09019651856259511,5,3,128,0.0005,32
crypto,LSTM,0.0378029369491955,0.051922001980637324,5,3,256,0.001,8
crypto,LSTM_Attn,0.03807148166444176,0.05222889781888357,5,3,256,0.001,8
crypto,GRU,0.03876451653821573,0.05285510749209618,5,3,256,0.001,8
crypto,CNN,0.045569259620013104,0.06545904969319566,5,3,256,0.001,8
crypto,LSTM,0.038382415366514364,0.052495804197469464,5,3,256,0.001,16
crypto,LSTM_Attn,0.03836405316354192,0.05246281045174379,5,3,256,0.001,16
crypto,GRU,0.03812630240294056,0.05233105581363503,5,3,256,0.001,16
crypto,CNN,0.0537356809521879,0.082748158921825,5,3,256,0.001,16
crypto,LSTM,0.03824711704048898,0.05240744362983229,5,3,256,0.001,32
crypto,LSTM_Attn,0.038501354986598,0.05265603333888261,5,3,256,0.001,32
crypto,GRU,0.03798045416026842,0.05218966882276398,5,3,256,0.001,32
crypto,CNN,0.04167535907743969,0.057475149925684546,5,3,256,0.001,32
crypto,LSTM,0.0385145403670914,0.0525200020994345,5,3,256,0.0005,8
crypto,LSTM_Attn,0.03788800405747231,0.05207879810166269,5,3,256,0.0005,8
crypto,GRU,0.037348320061025175,0.05165171214893553,5,3,256,0.0005,8
crypto,CNN,0.05284898146201309,0.08498473981968507,5,3,256,0.0005,8
crypto,LSTM,0.038569809317711506,0.052696808118139905,5,3,256,0.0005,16
crypto,LSTM_Attn,0.038013847609635616,0.05213452646746904,5,3,256,0.0005,16
crypto,GRU,0.03832197899277689,0.05240872397942118,5,3,256,0.0005,16
crypto,CNN,0.051459493767455726,0.07169394283358581,5,3,256,0.0005,16
crypto,LSTM,0.037965455110122726,0.05207865563608754,5,3,256,0.0005,32
crypto,LSTM_Attn,0.039729882591748575,0.05371560921463031,5,3,256,0.0005,32
crypto,GRU,0.03897361178548544,0.05351933864886973,5,3,256,0.0005,32
crypto,CNN,0.04943386210708137,0.07009554249460664,5,3,256,0.0005,32
crypto,LSTM,0.03857325967544144,0.052637272963973525,5,7,32,0.001,8
crypto,LSTM_Attn,0.03894738368515319,0.05287703616925301,5,7,32,0.001,8
crypto,GRU,0.03875481150501725,0.052916783299557624,5,7,32,0.001,8
crypto,CNN,0.05579558632102609,0.07562290786726437,5,7,32,0.001,8
crypto,LSTM,0.03986562418852704,0.05370526351647354,5,7,32,0.001,16
crypto,LSTM_Attn,0.03910362845039165,0.053043868600670056,5,7,32,0.001,16
crypto,GRU,0.039052546530612756,0.0531496223004744,5,7,32,0.001,16
crypto,CNN,0.0729961770068159,0.1115387447374003,5,7,32,0.001,16
crypto,LSTM,0.040209584176028317,0.054060438711994625,5,7,32,0.001,32
